id;price;area;rooms;floor;rent;outdoor;parking;build_year;status;district;max_floor
7749;1699000;85.0;6;4;1300;;;1965;do zamieszkania;Śródmieście;4
7750;1099000;66.2;4;3;1000;balkon;;1986;do remontu;Mokotów;3
7751;999000;52.64;2;1;;taras;garaż/miejsce parkingowe;2014;do zamieszkania;Bemowo;5
7752;510000;28.4;1;0;;balkon;;1960;;Praga-Południe;8
7753;1200000;78.06;4;5;1200;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;Białołęka;5
7754;650000;39.0;1;1;770;balkon;;1965;do zamieszkania;Bielany;3
7755;900000;80.0;4;3;;;;1983;do zamieszkania;Bielany;3
7756;550000;33.67;1;3;450;;;1955;do wykończenia;Praga-Północ;4
7757;1499000;74.86;3;1;1200;balkon;;2005;do remontu;Mokotów;6
7758;804000;40.2;2;4;725;balkon;;1960;do zamieszkania;Praga-Południe;4
7759;1350000;97.0;4;0;;ogródek, taras;garaż/miejsce parkingowe;2017;do zamieszkania;Białołęka;1
7760;;36.66;2;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;6
7761;1562000;56.0;3;2;;;;;do zamieszkania;Śródmieście;5
7762;;118.15;5;2;;;garaż/miejsce parkingowe;;do wykończenia;Mokotów;8
7763;610888;36.69;2;0;;ogródek;garaż/miejsce parkingowe;2024;do wykończenia;Włochy;3
7764;459000;27.3;1;3;420;;;1968;do remontu;Targówek;4
7765;2100000;86.87;3;2;;;garaż/miejsce parkingowe;2024;do wykończenia;Mokotów;4
7766;865000;62.3;3;3;500;balkon, taras;garaż/miejsce parkingowe;2023;do zamieszkania;Białołęka;8
7767;1149000;71.52;4;11;1000;;;2017;do zamieszkania;Praga-Południe;17
7768;999000;44.6;2;5;800;balkon;garaż/miejsce parkingowe;2016;do zamieszkania;Wola;6
7769;770000;39.42;2;9;657;balkon;;1974;;Ochota;10
7770;;77.52;4;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;2
7771;;40.26;2;1;;;;;do wykończenia;Praga-Północ;7
7772;948600;58.32;3;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Południe;7
7773;;80.2;4;4;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Południe;7
7774;780000;49.0;2;0;700;;;2002;;Mokotów;4
7775;1300000;66.1;3;2;800;balkon, taras;garaż/miejsce parkingowe;2012;do zamieszkania;Targówek;3
7776;638000;33.6;2;4;;;garaż/miejsce parkingowe;2023;do wykończenia;Bemowo;4
7777;900000;76.1;4;1;;balkon;;;do zamieszkania;Rembertów;2
7778;532128;28.92;1;4;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;8
7779;630000;31.7;1;3;630;balkon;;1948;do remontu;Śródmieście;3
7780;450000;20.0;1;3;;;;;do zamieszkania;Wola;10
7781;1340000;38.0;2;2;;balkon;;1930;do zamieszkania;Śródmieście;4
7782;810000;47.1;3;4;830;balkon;;1974;do zamieszkania;Włochy;4
7783;1580000;94.0;3;6;1250;balkon;;2007;do zamieszkania;Mokotów;7
7784;512000;25.7;1;4;430;;;1970;do zamieszkania;Bielany;4
7785;619000;53.0;3;0;350;balkon, ogródek, taras;garaż/miejsce parkingowe;2024;do wykończenia;Białołęka;2
7786;1899000;95.6;3;0;350;ogródek;garaż/miejsce parkingowe;1938;do wykończenia;Praga-Południe;3
7787;;61.1;3;0;;;garaż/miejsce parkingowe;;do wykończenia;Ursus;6
7788;;40.2;2;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;8
7789;;46.25;3;0;;;garaż/miejsce parkingowe;;do wykończenia;Białołęka;3
7790;620000;28.5;2;6;560;;;1974;do zamieszkania;Praga-Południe;10
7791;;115.74;2;3;;taras;garaż/miejsce parkingowe;;do wykończenia;Ochota;4
7792;789000;36.3;2;7;495;balkon;;1969;do zamieszkania;Mokotów;12
7793;778808;44.79;2;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Mokotów;3
7794;2600000;109.8;5;4;1612;balkon;;1912;do remontu;Śródmieście;5
7795;579900;35.0;2;6;;;;1976;;Targówek;8
7796;1880000;87.4;3;3;1400;balkon, ogródek, taras;garaż/miejsce parkingowe;2000;do zamieszkania;Ochota;3
7797;1140000;58.0;3;1;1000;balkon;;1951;;Mokotów;2
7799;775000;56.2;3;10;870;balkon;;1976;do remontu;Mokotów;11
7800;1040000;70.0;4;0;;ogródek, taras;garaż/miejsce parkingowe;2015;do zamieszkania;Rembertów;1
7801;3200000;61.4;3;2;1000;balkon, taras;;1913;do zamieszkania;Śródmieście;4
7802;599000;31.4;1;1;400;balkon;;2003;do zamieszkania;Białołęka;3
7803;1050000;52.7;2;3;1122;balkon;garaż/miejsce parkingowe;2001;do zamieszkania;Ursynów;3
7804;1185000;47.5;3;4;720;balkon;;1964;do zamieszkania;Śródmieście;10
7805;1450000;92.0;4;4;1300;balkon, taras;garaż/miejsce parkingowe;2023;do wykończenia;Bemowo;4
7806;2540000;106.0;3;1;1800;balkon;garaż/miejsce parkingowe;1996;do zamieszkania;Mokotów;3
7807;990000;51.89;2;4;;;garaż/miejsce parkingowe;2012;do zamieszkania;Mokotów;7
7808;1249500;49.0;2;11;;;;2009;;Wola;22
7809;2170000;72.55;3;5;960;balkon;garaż/miejsce parkingowe;2016;do zamieszkania;Wola;15
7810;855000;52.46;3;1;;balkon;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;5
7811;680000;36.5;2;0;550;;;1980;do zamieszkania;Bielany;4
7812;1428000;119.0;4;;;balkon;garaż/miejsce parkingowe;2020;do zamieszkania;Wesoła;
7813;693500;53.37;3;2;600;balkon;garaż/miejsce parkingowe;2022;do wykończenia;Białołęka;3
7814;795000;48.0;3;2;820;balkon;;1970;do zamieszkania;Mokotów;10
7815;;69.48;4;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;2
7816;1173000;69.95;3;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Południe;7
7817;;25.49;1;5;;;;;do wykończenia;Praga-Północ;7
7818;;74.59;4;6;;balkon;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
7819;2990000;185.0;6;2;;balkon, taras;garaż/miejsce parkingowe;1996;do zamieszkania;Ursynów;3
7820;979000;43.0;2;3;820;;;;;Mokotów;5
7822;650760;36.42;2;1;;balkon;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;5
7823;;50.47;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;6
7824;877200;48.73;2;0;;balkon, taras;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;3
7825;608013;31.17;1;2;;balkon, taras;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;3
7826;510050;26.92;1;0;;balkon, ogródek;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;5
7827;761203;59.0;4;;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;
7828;735500;54.0;3;;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;
7829;929000;74.0;4;0;1200;balkon, ogródek;;1980;do zamieszkania;Bemowo;3
7830;1040000;37.15;2;7;220;balkon;;1958;do zamieszkania;Śródmieście;7
7831;759000;48.0;3;3;600;balkon;;1972;do zamieszkania;Bielany;4
7832;880000;63.6;4;4;1100;balkon;;1974;do zamieszkania;Mokotów;4
7833;1025000;65.33;3;3;700;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;Białołęka;4
7834;1070000;86.0;4;3;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Białołęka;3
7835;1349000;84.26;4;3;900;balkon;garaż/miejsce parkingowe;1983;do wykończenia;Mokotów;4
7836;1200000;65.4;3;2;;balkon;garaż/miejsce parkingowe;1992;;Mokotów;8
7837;629000;41.2;1;3;690;;garaż/miejsce parkingowe;;do zamieszkania;Bemowo;4
7838;757020;48.84;3;1;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Ursus;5
7839;699752;38.03;2;0;;ogródek;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;5
7840;1490000;80.0;3;1;;;garaż/miejsce parkingowe;2008;do zamieszkania;Wilanów;2
7841;2800000;99.6;3;0;716;;;1928;do zamieszkania;Żoliborz;4
7842;;55.17;3;5;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;6
7843;1150000;83.0;4;2;1000;balkon;garaż/miejsce parkingowe;1986;do remontu;Praga-Południe;3
7844;;56.6;3;2;;;garaż/miejsce parkingowe;;do wykończenia;Włochy;10
7845;780000;47.5;2;4;;balkon;;;do zamieszkania;Targówek;12
7846;1580000;99.0;3;5;1200;;;1955;do zamieszkania;Żoliborz;5
7847;960000;68.0;3;4;;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;Białołęka;5
7848;689000;42.0;2;;;;;;;Białołęka;
7849;525000;27.1;2;10;;;;;;Bielany;10
7850;1245204;66.0;3;2;;balkon, taras;garaż/miejsce parkingowe;2025;;Mokotów;9
7851;597000;49.0;3;5;700;balkon;;1972;do remontu;Ursus;11
7852;;50.56;2;1;;;garaż/miejsce parkingowe;;do wykończenia;Białołęka;5
7853;780000;41.7;2;2;696;balkon;;1964;do zamieszkania;Ochota;6
7854;899000;55.16;2;2;820;balkon;;1958;do remontu;Praga-Południe;4
7855;1499000;47.5;2;2;840;;;1950;do zamieszkania;Śródmieście;4
7856;1500000;69.0;3;10;1000;balkon;garaż/miejsce parkingowe;2004;do zamieszkania;Wola;30
7857;;60.72;3;1;;balkon;garaż/miejsce parkingowe;2026;do wykończenia;Ursus;3
7858;3500000;117.0;4;4;;taras;garaż/miejsce parkingowe;;do zamieszkania;Wilanów;4
7859;1150000;70.91;3;0;650;taras;garaż/miejsce parkingowe;;do zamieszkania;Wilanów;4
7860;1839140;99.44;4;;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;
7861;;115.74;2;3;;taras;garaż/miejsce parkingowe;;do wykończenia;Ochota;4
7862;759000;55.0;2;2;500;balkon, taras;garaż/miejsce parkingowe;2020;do zamieszkania;Rembertów;5
7863;;45.22;2;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Targówek;7
7864;759000;44.19;2;3;700;;;1958;do remontu;Mokotów;4
7865;1596000;76.26;3;7;1200;balkon;garaż/miejsce parkingowe;2012;do zamieszkania;Wola;8
7866;1570000;68.0;4;11;1100;;garaż/miejsce parkingowe;2004;do zamieszkania;Wola;30
7867;840000;54.0;2;5;;balkon;garaż/miejsce parkingowe;1999;do zamieszkania;Praga-Południe;5
7868;659999;36.9;2;;;balkon;;;;Praga-Północ;
7869;1415000;95.39;4;0;1500;ogródek;garaż/miejsce parkingowe;2008;do zamieszkania;Białołęka;3
7870;825000;42.5;2;9;;balkon;;2015;do zamieszkania;Mokotów;10
7871;1700000;75.95;3;3;;balkon;;1931;;Żoliborz;3
7872;1358502;52.86;2;;;;;;;Praga-Południe;
7873;249000;12.0;1;2;250;balkon;;1982;;Targówek;3
7874;635000;38.0;2;3;;;;;;Żoliborz;10
7875;510050;26.92;1;;;;;2026;do wykończenia;Bemowo;
7876;628725;25.25;1;;;;;;;Praga-Południe;
7877;;73.58;3;1;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;3
7878;;80.78;5;0;;ogródek;garaż/miejsce parkingowe;;do wykończenia;Białołęka;2
7879;;45.85;2;1;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;7
7880;1224000;69.95;4;3;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Południe;7
7881;1490000;70.4;3;1;1400;balkon;;2002;do zamieszkania;Ochota;4
7882;2650000;78.48;4;1;;balkon, ogródek;;1860;do zamieszkania;Śródmieście;3
7883;1056000;32.0;1;2;;;;1921;;Śródmieście;4
7884;499000;23.44;1;7;420;;garaż/miejsce parkingowe;2019;do zamieszkania;Wola;8
7885;2376000;72.0;3;2;;balkon;;1921;do zamieszkania;Śródmieście;4
7886;1700000;78.5;3;4;;;garaż/miejsce parkingowe;2009;do wykończenia;Ochota;11
7888;999000;54.84;2;7;;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Białołęka;11
7889;1735000;71.63;3;5;;balkon;garaż/miejsce parkingowe;2015;do zamieszkania;Żoliborz;5
7890;1027000;60.42;3;5;800;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Bemowo;6
7891;527642;38.08;2;5;;;;2024;do wykończenia;Włochy;8
7892;1099000;85.2;4;3;;;;1986;;Ursynów;3
7893;2200000;125.0;3;3;1100;;;1956;do zamieszkania;Śródmieście;3
7894;360570;17.5;1;4;15;balkon, taras;garaż/miejsce parkingowe;2024;do wykończenia;Ursynów;4
7895;1306000;79.64;4;3;;taras, balkon;garaż/miejsce parkingowe;2026;do wykończenia;Bemowo;3
7896;839160;59.94;3;4;;balkon;garaż/miejsce parkingowe;2023;do wykończenia;Wawer;4
7897;680000;85.0;2;;;;;1888;do zamieszkania;Praga-Północ;
7898;1100000;57.0;2;5;900;balkon;garaż/miejsce parkingowe;1953;do zamieszkania;Praga-Północ;6
7899;855000;52.46;3;;;;;2026;;Bemowo;
7900;650760;36.42;2;;;balkon;;2026;;Bemowo;
7901;549000;43.26;2;2;;;;2011;;Białołęka;2
7902;750000;48.5;3;4;750;balkon;;1962;do zamieszkania;Włochy;4
7903;810000;38.0;2;6;500;balkon;;1980;do zamieszkania;Mokotów;10
7904;1870000;98.71;4;0;;ogródek;;2018;do zamieszkania;Mokotów;7
7905;890000;35.0;1;0;600;;;1956;;Śródmieście;2
7906;899000;36.0;2;0;680;balkon, ogródek;garaż/miejsce parkingowe;1932;do zamieszkania;Żoliborz;2
7907;749999;54.1;2;2;780;balkon;;2001;do zamieszkania;Białołęka;3
7908;885000;66.2;3;1;897;balkon;;1990;do zamieszkania;Bemowo;3
7909;1039440;50.0;2;7;;balkon, taras;garaż/miejsce parkingowe;2014;do zamieszkania;Wola;8
7910;639000;42.61;2;7;450;balkon;garaż/miejsce parkingowe;2024;;Ursus;7
7911;748000;52.0;2;0;;;;1952;do remontu;Mokotów;4
7912;1352500;80.03;4;2;;balkon;;;;Mokotów;10
7913;;76.22;3;6;;taras;garaż/miejsce parkingowe;2025;do wykończenia;Praga-Północ;7
7914;2100000;94.0;4;6;1000;balkon;garaż/miejsce parkingowe;2007;do zamieszkania;Ursynów;7
7915;1980000;70.6;3;0;718;ogródek, taras;garaż/miejsce parkingowe;2016;do wykończenia;Żoliborz;5
7916;829000;47.3;3;9;580;balkon;;1976;do wykończenia;Mokotów;10
7917;970000;60.0;3;1;695;balkon;garaż/miejsce parkingowe;2021;do zamieszkania;Białołęka;2
7918;756789;56.1;2;3;700;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Białołęka;3
7919;;59.12;3;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;6
7920;;54.92;3;1;;;garaż/miejsce parkingowe;;do wykończenia;Targówek;6
7921;2800000;88.0;4;5;1000;taras;garaż/miejsce parkingowe;2021;do zamieszkania;Mokotów;6
7922;;59.52;3;5;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;7
7923;;36.84;2;5;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;6
7924;2980000;125.59;5;5;;taras;garaż/miejsce parkingowe;1950;do zamieszkania;Śródmieście;5
7925;1300000;78.3;3;3;818;balkon;garaż/miejsce parkingowe;2002;do zamieszkania;Ursynów;3
7926;895000;53.0;2;3;1030;;garaż/miejsce parkingowe;2001;do zamieszkania;Targówek;8
7927;2490000;85.1;4;11;1000;balkon;;2018;do zamieszkania;Praga-Południe;17
7928;1249000;82.0;5;3;864;balkon;;2001;;Ursynów;3
7929;1350000;52.1;2;1;730;balkon;garaż/miejsce parkingowe;;;Praga-Południe;7
7930;2030500;82.4;3;3;;;;1930;;Praga-Południe;3
7931;1224000;56.0;2;1;;balkon;garaż/miejsce parkingowe;2005;do zamieszkania;Bemowo;5
7932;1100640;44.64;2;2;590;balkon;garaż/miejsce parkingowe;2023;do zamieszkania;Mokotów;6
7933;719000;38.0;2;5;350;;;1934;do wykończenia;Mokotów;5
7935;829000;32.0;1;4;610;;;1951;do zamieszkania;Śródmieście;4
7936;849000;44.56;3;3;688;balkon;;1961;do zamieszkania;Wola;4
7937;1390000;80.0;3;6;1000;;garaż/miejsce parkingowe;1950;do wykończenia;Żoliborz;6
7938;1199000;64.11;3;3;1000;balkon;garaż/miejsce parkingowe;2010;;Bemowo;4
7939;950000;52.91;2;3;900;balkon;garaż/miejsce parkingowe;2010;do zamieszkania;Bemowo;4
7940;;98.34;2;4;;balkon;garaż/miejsce parkingowe;;do wykończenia;Mokotów;4
7941;860000;46.15;2;4;750;;;2023;do zamieszkania;Ursus;7
7942;839000;49.0;2;3;;balkon;garaż/miejsce parkingowe;2004;do zamieszkania;Bemowo;5
7943;1199999;65.02;3;2;;;garaż/miejsce parkingowe;2023;do zamieszkania;Włochy;6
7944;1053777;57.59;3;1;380;;;1938;do zamieszkania;Śródmieście;3
7945;465893;34.8;2;;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;
7946;1900000;98.2;4;4;1430;balkon;garaż/miejsce parkingowe;2012;do zamieszkania;Praga-Południe;12
7947;859000;44.5;2;0;400;ogródek, taras;;2017;do zamieszkania;Wawer;4
7948;550000;27.0;1;0;620;ogródek;;1956;;Praga-Południe;4
7949;699321;54.69;2;4;;;garaż/miejsce parkingowe;;do wykończenia;Białołęka;5
7950;878800;54.96;2;4;685;balkon;;1953;do remontu;Wola;4
7951;1630000;68.4;4;11;1100;;garaż/miejsce parkingowe;2004;do zamieszkania;Wola;30
7952;;57.36;3;5;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;6
7953;;27.55;1;6;;taras;garaż/miejsce parkingowe;;do wykończenia;Włochy;6
7954;1099000;52.49;3;2;600;balkon;garaż/miejsce parkingowe;2023;do zamieszkania;Bemowo;6
7955;996072;75.46;4;4;1200;balkon;;2023;do zamieszkania;Białołęka;5
7956;1300000;87.14;4;3;920;balkon;;1994;do zamieszkania;Bemowo;4
7957;2900000;72.0;2;;1400;balkon, taras;garaż/miejsce parkingowe;2010;do zamieszkania;Śródmieście;
7958;940000;59.0;2;4;600;balkon;;1934;;Praga-Północ;4
7959;889000;54.75;2;1;550;balkon;;1997;do zamieszkania;Wola;4
7960;780000;29.5;1;11;400;;garaż/miejsce parkingowe;2021;do zamieszkania;Wola;20
7961;630000;34.14;1;3;690;;;1936;do zamieszkania;Wola;4
7962;770000;54.0;4;2;700;balkon;;1965;;Mokotów;4
7963;704605;66.0;4;;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;
7964;761750;59.0;4;;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;
7965;;25.49;1;1;;;;;do wykończenia;Praga-Północ;7
7966;;97.41;4;3;;taras;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;3
7967;;55.94;3;6;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;6
7968;920000;70.8;3;2;1000;balkon;garaż/miejsce parkingowe;2000;do zamieszkania;Bielany;6
7969;695504;54.0;3;;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;
7970;1990000;74.16;3;2;1400;balkon;garaż/miejsce parkingowe;2007;do zamieszkania;Mokotów;6
7971;3750000;150.1;4;8;;balkon;;1962;do zamieszkania;Śródmieście;11
7972;3050000;130.0;5;2;1400;balkon;;1932;do wykończenia;Mokotów;5
7973;1550000;76.5;3;7;;taras, balkon;garaż/miejsce parkingowe;2009;do zamieszkania;Ursynów;8
7974;980000;44.0;2;1;;;;;;Ursynów;5
7975;950000;59.4;3;8;;balkon;garaż/miejsce parkingowe;1985;;Praga-Południe;11
7976;835000;37.0;1;2;600;balkon;;1956;;Śródmieście;4
7977;1361000;53.0;2;3;530;;;1956;do zamieszkania;Śródmieście;7
7978;1750000;90.0;4;2;900;balkon;garaż/miejsce parkingowe;2022;do zamieszkania;Mokotów;6
7979;;46.32;2;6;;;;2025;do wykończenia;Praga-Północ;7
7980;;44.28;2;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Białołęka;8
7981;;54.84;3;0;;;garaż/miejsce parkingowe;;do wykończenia;Białołęka;3
7982;670000;56.0;3;2;;balkon;;1978;do remontu;Bielany;15
7983;595000;28.0;1;5;650;balkon;;2004;do zamieszkania;Wola;7
7984;1090000;67.0;3;5;;balkon;;2023;do zamieszkania;Ursus;7
7985;775000;65.2;3;5;750;balkon;;1989;;Bemowo;11
7986;570000;28.0;1;7;616;balkon, taras;garaż/miejsce parkingowe;2023;do zamieszkania;Ursus;7
7987;640000;47.0;2;8;820;balkon;;1978;do zamieszkania;Targówek;10
7988;498500;32.0;2;0;;balkon;;1981;do zamieszkania;Bemowo;10
7990;;68.18;3;2;;balkon;garaż/miejsce parkingowe;;do wykończenia;Włochy;5
7991;2357535;111.42;5;9;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Mokotów;9
7992;1125000;66.25;3;4;743;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Włochy;4
7993;849000;41.1;2;0;700;ogródek, taras;garaż/miejsce parkingowe;2012;do zamieszkania;Wilanów;4
7994;935000;59.5;2;3;;balkon, taras;garaż/miejsce parkingowe;2016;do zamieszkania;Białołęka;4
7995;920000;50.2;2;2;700;balkon;garaż/miejsce parkingowe;2003;do zamieszkania;Ursynów;6
7996;1669920;85.2;3;1;1400;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Wilanów;4
7997;1450000;42.43;2;5;600;balkon, taras;;1900;do zamieszkania;Śródmieście;5
7998;999900;52.0;2;1;870;balkon;garaż/miejsce parkingowe;2003;do zamieszkania;Ursynów;10
7999;950000;64.0;3;2;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Włochy;3
8000;1299000;61.3;3;3;830;balkon;garaż/miejsce parkingowe;2015;do zamieszkania;Wilanów;3
8001;1300000;72.0;3;1;1000;balkon;garaż/miejsce parkingowe;2000;do remontu;Ursynów;5
8002;1036640;70.0;3;1;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Włochy;3
8003;11000000;160.0;4;11;;;garaż/miejsce parkingowe;2015;;Śródmieście;44
8005;1720000;90.0;4;1;900;balkon, taras;garaż/miejsce parkingowe;2021;do zamieszkania;Ursus;6
8008;885000;59.2;3;;;balkon;;;do zamieszkania;Targówek;
8009;558000;31.0;2;1;600;;;1975;do remontu;Mokotów;10
8010;1560000;53.14;2;4;;balkon;garaż/miejsce parkingowe;2017;do zamieszkania;Wola;9
8011;1390000;82.75;4;3;;balkon;;1997;do zamieszkania;Wawer;3
8012;988000;52.0;2;1;680;;;1928;do remontu;Ochota;4
8013;595000;37.0;2;1;645;balkon;;1964;do remontu;Bielany;4
8015;1099000;75.02;4;2;1000;balkon;garaż/miejsce parkingowe;2020;do zamieszkania;Ursus;7
8016;679000;41.25;2;2;;;;1954;do zamieszkania;Wola;5
8017;915000;63.3;3;1;;taras;garaż/miejsce parkingowe;2002;do zamieszkania;Praga-Południe;7
8018;899000;50.0;2;3;700;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;Bemowo;6
8019;1370000;55.0;2;1;;taras, balkon;garaż/miejsce parkingowe;2017;do zamieszkania;Żoliborz;6
8020;819000;50.0;2;3;700;balkon;;1963;do remontu;Żoliborz;3
8021;1250000;70.0;2;3;1000;;;1953;do remontu;Mokotów;5
8022;1069000;65.0;3;2;900;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;Ursus;7
8023;999970;72.2;3;3;1000;balkon;;2000;do zamieszkania;Targówek;4
8024;950000;48.0;3;2;595;;;1955;do wykończenia;Wola;3
8025;822000;44.25;3;3;;balkon;garaż/miejsce parkingowe;;do wykończenia;Praga-Południe;7
8026;;73.57;3;1;;;garaż/miejsce parkingowe;;do wykończenia;Praga-Północ;3
8027;710168;46.25;2;1;;balkon;garaż/miejsce parkingowe;;do wykończenia;Ursus;7
8028;895000;42.0;2;1;680;balkon;garaż/miejsce parkingowe;2013;do zamieszkania;Bemowo;4
8029;1149000;65.0;2;2;1020;;;1928;do zamieszkania;Praga-Północ;4
8030;;40.26;2;2;;;;;do wykończenia;Praga-Północ;7
8031;422730;25.62;1;3;;balkon;garaż/miejsce parkingowe;2025;;Rembertów;5
8032;608988;53.42;3;3;;balkon;garaż/miejsce parkingowe;2025;;Rembertów;5
8033;517320;38.32;2;0;;ogródek;garaż/miejsce parkingowe;2025;;Rembertów;5
8034;505824;38.32;2;1;;balkon;garaż/miejsce parkingowe;2025;;Rembertów;5
8035;849872;48.0;3;8;800;;;1968;do zamieszkania;Żoliborz;10
8036;1450000;70.17;3;3;930;balkon;garaż/miejsce parkingowe;2014;do zamieszkania;Mokotów;6
8037;830000;75.0;3;2;;;;1997;;Bielany;2
8038;499000;28.0;1;2;650;;;1936;;Wola;2
8039;999000;60.0;4;5;798;;;1974;do remontu;Wola;11
8040;499000;28.0;2;2;650;;;1936;;Wola;2
8041;674000;45.0;3;5;730;;;1970;do zamieszkania;Targówek;10
8042;2890000;111.9;4;8;1400;;garaż/miejsce parkingowe;2007;do wykończenia;Śródmieście;23
8043;749000;50.0;2;1;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;Włochy;3
8044;778865;41.0;2;3;;;;;;Bemowo;6
8045;827780;48.0;2;1;;;;;;Włochy;10
8046;707771;45.96;2;2;;;;;;Targówek;7
8047;768091;41.5;2;5;;;;;;Bemowo;5
