id;price;area;rooms;floor;rent;outdoor;parking;build_year;status;address
169;2 495 000 zł;91 m²;3;5/6;1 100 zł;balkon;garaż/miejsce parkingowe;1932;do zamieszkania;ul. Koszykowa, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie
170;1 880 000 zł;96 m²;4;4/7;1 300 zł;balkon;garaż/miejsce parkingowe;2005;do zamieszkania;ul. Zawiszy 16b, Młynów, Wola, Warszawa, mazowieckie
171;1 245 000 zł;59,15 m²;3;6/7;794 zł;balkon;garaż/miejsce parkingowe;2014;do zamieszkania;ul. Józefa Sowińskiego, Ulrychów, Wola, Warszawa, mazowieckie
172;1 099 826 zł;60,43 m²;3;3/11;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Powsińska, Sadyba, Mokotów, Warszawa, mazowieckie
173;830 000 zł;57 m²;2;3/4;760 zł;balkon;garaż/miejsce parkingowe;2007;do zamieszkania;ul. Ludwisarska, Gocławek, Praga-Południe, Warszawa, mazowieckie
174;Zapytaj o cenę;102,94 m²;4;parter/4;;ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Włodarzewska, Szczęśliwice, Ochota, Warszawa, mazowieckie
175;980 750 zł;78,46 m²;4;1/1;80 zł;balkon, taras;garaż/miejsce parkingowe;2025;;Zielona-Grzybowa, Wesoła, Warszawa, mazowieckie
176;510 000 zł;27,46 m²;1;parter/4;670 zł;ogródek;garaż/miejsce parkingowe;2010;do zamieszkania;Bursztynowe Osiedle, Marysin Wawerski, Wawer, Warszawa, mazowieckie
177;775 000 zł;40 m²;2;parter/4;695 zł;;;1962;do zamieszkania;ul. Jana Pawła Woronicza 38, Wierzbno, Mokotów, Warszawa, mazowieckie
178;1 190 000 zł;46,3 m²;2;1/2;520 zł;balkon;;1939;;ul. Berezyńska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie
179;1 249 000 zł;82 m²;5;3/3;700 zł;balkon;;2001;;Stary Imielin, Ursynów, Warszawa, mazowieckie
180;1 144 000 zł;52 m²;1;6/4;650 zł;balkon;garaż/miejsce parkingowe;2022;do zamieszkania;Gumińska, Odolany, Wola, Warszawa, mazowieckie
181;785 000 zł;29,4 m²;2;8/15;520 zł;balkon;;1972;do zamieszkania;ul. Górnośląska, Solec, Śródmieście, Warszawa, mazowieckie
182;910 000 zł;54,01 m²;2;8/14;600 zł;balkon, taras;garaż/miejsce parkingowe;2011;do zamieszkania;ul. Jana Nowaka-Jeziorańskiego, Gocław, Praga-Południe, Warszawa, mazowieckie
183;770 000 zł;38,76 m²;2;1/4;630 zł;balkon;garaż/miejsce parkingowe;2023;do remontu;ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie
184;830 000 zł;46,4 m²;2;> 10/12;840 zł;balkon;;1985;do zamieszkania;ul. Mandarynki, Natolin, Ursynów, Warszawa, mazowieckie
185;1 226 758 zł;81,35 m²;4;5/7;;;garaż/miejsce parkingowe;2024;do wykończenia;Pelcowizna, Praga-Północ, Warszawa, mazowieckie
186;450 000 zł;23,33 m²;1;parter/4;597,44 zł;;garaż/miejsce parkingowe;1962;do zamieszkania;ul. Mordechaja Anielewicza, Nowolipki, Wola, Warszawa, mazowieckie
187;699 000 zł;67,1 m²;3;1/3;649,61 zł;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;ul. Żeglugi Wiślanej, Kobiałka, Białołęka, Warszawa, mazowieckie
188;677 500 zł;33,9 m²;2;parter/3;673 zł;ogródek;garaż/miejsce parkingowe;2015;do zamieszkania;ul. Bluszczańska, Siekierki, Mokotów, Warszawa, mazowieckie
189;1 730 000 zł;49 m²;2;3/4;1 140 zł;balkon;garaż/miejsce parkingowe;2010;do zamieszkania;Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
190;695 602 zł;54,69 m²;2;3/5;;;garaż/miejsce parkingowe;;do wykończenia;ul. Marywilska 60, Żerań, Białołęka, Warszawa, mazowieckie
191;Zapytaj o cenę;105,29 m²;5;1/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Przedpole, Raków, Włochy, Warszawa, mazowieckie
192;915 012 zł;61,53 m²;3;5/7;;;garaż/miejsce parkingowe;;do wykończenia;ul. Kazimierza Gierdziejewskiego, Szamoty, Ursus, Warszawa, mazowieckie
193;1 000 000 zł;55,91 m²;3;3/5;;;garaż/miejsce parkingowe;;do wykończenia;ul. Heroldów, Młociny, Bielany, Warszawa, mazowieckie
194;Zapytaj o cenę;50,47 m²;3;2/6;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Narożna, Raków, Włochy, Warszawa, mazowieckie
195;1 150 000 zł;70,91 m²;3;parter/4;650 zł;taras;garaż/miejsce parkingowe;brak informacji;do zamieszkania;al. Aleja Rzeczypospolitej, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie
196;636 000 zł;53,4 m²;3;9/10;1 000 zł;balkon;garaż/miejsce parkingowe;1974;do remontu;ul. Michała Kleofasa Ogińskiego, Bródno, Targówek, Warszawa, mazowieckie
197;760 000 zł;48 m²;3;9/10;790 zł;balkon;;brak informacji;do zamieszkania;ul. Ostrobramska 132, Grochów, Praga-Południe, Warszawa, mazowieckie
198;1 850 000 zł;68,34 m²;2;7/11;;;;2009;do zamieszkania;ul. Bagno, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
199;Zapytaj o cenę;86 m²;4;1/10;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Komisji Obrony Robotników, Okęcie, Włochy, Warszawa, mazowieckie
200;1 142 000 zł;66,84 m²;3;1/8;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Sokratesa, Wawrzyszew, Bielany, Warszawa, mazowieckie
201;978 000 zł;54,81 m²;2;3/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Heroldów, Młociny, Bielany, Warszawa, mazowieckie
202;1 350 000 zł;93 m²;5;4/10;;balkon;;1976;do zamieszkania;ul. Wałbrzyska, Służew, Mokotów, Warszawa, mazowieckie
203;668 265 zł;44,7 m²;2;2/3;500 zł;balkon;garaż/miejsce parkingowe;2004;do zamieszkania;ul. Mikołaja Trąby, Nowodwory, Białołęka, Warszawa, mazowieckie
204;880 000 zł;46,4 m²;2;4/7;500 zł;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;ul. Józefa Chełmońskiego 13, Skorosze, Ursus, Warszawa, mazowieckie
205;Zapytaj o cenę;56,8 m²;4;1/8;;balkon, ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Dionizosa, Nowodwory, Białołęka, Warszawa, mazowieckie
206;Zapytaj o cenę;39,45 m²;2;parter/6;;ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Piotra Wysockiego, Bródno, Targówek, Warszawa, mazowieckie
207;1 052 323 zł;75,98 m²;4;parter/5;;ogródek;garaż/miejsce parkingowe;2024;do wykończenia;Raków, Włochy, Warszawa, mazowieckie
208;Zapytaj o cenę;76,11 m²;4;2/7;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie
209;Zapytaj o cenę;76,42 m²;4;6/8;;;garaż/miejsce parkingowe;;do wykończenia;ul. Redutowa, Ulrychów, Wola, Warszawa, mazowieckie
210;1 675 000 zł;76,3 m²;3;2/6;1 100 zł;balkon;garaż/miejsce parkingowe;2012;do zamieszkania;ul. Cybernetyki, Służewiec, Mokotów, Warszawa, mazowieckie
211;1 899 000 zł;65,46 m²;2;1/8;1 000 zł;taras;;2012;do zamieszkania;ul. Jana Pawła Woronicza, Służewiec, Mokotów, Warszawa, mazowieckie
212;530 000 zł;28,08 m²;1;7/10;460 zł;balkon;garaż/miejsce parkingowe;1976;do zamieszkania;al. Aleja Prymasa Tysiąclecia, Ulrychów, Wola, Warszawa, mazowieckie
213;543 414 zł;44,18 m²;3;parter/2;;balkon, ogródek, taras;garaż/miejsce parkingowe;2025;do wykończenia;Grodzisk, Białołęka, Warszawa, mazowieckie
214;666 361 zł;58,97 m²;3;1/2;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Grodzisk, Białołęka, Warszawa, mazowieckie
215;530 160 zł;44,18 m²;3;1/2;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Grodzisk, Białołęka, Warszawa, mazowieckie
216;957 000 zł;66,21 m²;3;1/2;800 zł;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;ul. Ochocka, Czechowice, Ursus, Warszawa, mazowieckie
217;638 522 zł;63,22 m²;4;1/2;;balkon, taras;garaż/miejsce parkingowe;2024;do wykończenia;Grodzisk, Białołęka, Warszawa, mazowieckie
218;754 816 zł;58,97 m²;3;parter/2;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Grodzisk, Białołęka, Warszawa, mazowieckie
219;670 272 zł;34,91 m²;2;5/5;;balkon;;2024;do wykończenia;Chrzanów, Bemowo, Warszawa, mazowieckie
220;607 400 zł;58,97 m²;3;1/2;;balkon, taras;garaż/miejsce parkingowe;2024;do wykończenia;Grodzisk, Białołęka, Warszawa, mazowieckie
221;549 000 zł;24,24 m²;2;3/5;598 zł;;;brak informacji;do zamieszkania;ul. Ogrodowa, Mirów, Wola, Warszawa, mazowieckie
222;1 118 000 zł;82 m²;4;4/5;900 zł;balkon;garaż/miejsce parkingowe;2005;do zamieszkania;Tarchomin, Białołęka, Warszawa, mazowieckie
223;607 400 zł;58,97 m²;3;parter/2;;balkon, ogródek, taras;garaż/miejsce parkingowe;2024;do wykończenia;Grodzisk, Białołęka, Warszawa, mazowieckie
224;1 079 000 zł;60,42 m²;3;1/6;700 zł;taras;garaż/miejsce parkingowe;2024;do wykończenia;Górce, Bemowo, Warszawa, mazowieckie
225;795 000 zł;36 m²;2;8/10;560 zł;;garaż/miejsce parkingowe;1965;do zamieszkania;Nowolipki, Wola, Warszawa, mazowieckie
226;799 000 zł;75 m²;4;parter/1;;ogródek, taras;garaż/miejsce parkingowe;2025;do wykończenia;ul. Bysławska, Falenica, Wawer, Warszawa, mazowieckie
227;2 357 535,78 zł;111,42 m²;5;9/9;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Służewiec, Mokotów, Warszawa, mazowieckie
228;946 000 zł;53,88 m²;2;4/5;;;garaż/miejsce parkingowe;;do wykończenia;ul. Heroldów, Młociny, Bielany, Warszawa, mazowieckie
229;1 460 000 zł;60,75 m²;3;parter/7;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Anny German, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie
230;749 056 zł;74,65 m²;3;parter/3;;ogródek, taras;garaż/miejsce parkingowe;2025;do wykończenia;ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie
231;Zapytaj o cenę;76,42 m²;4;5/8;;;garaż/miejsce parkingowe;;do wykończenia;ul. Redutowa, Ulrychów, Wola, Warszawa, mazowieckie
232;670 000 zł;37,9 m²;2;2/10;630 zł;;;1971;do zamieszkania;Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie
233;694 469,82 zł;27,83 m²;1;2;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Ksawerów, Mokotów, Warszawa, mazowieckie
234;636 000 zł;47 m²;3;3/10;;balkon;garaż/miejsce parkingowe;brak informacji;do remontu;ul. Słubicka, Bródno, Targówek, Warszawa, mazowieckie
235;716 000 zł;37,7 m²;2;5/5;500 zł;taras;;2004;do zamieszkania;ul. Kazimierza Jeżewskiego, Kabaty, Ursynów, Warszawa, mazowieckie
236;859 734,68 zł;33,74 m²;2;9/9;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Ksawerów, Mokotów, Warszawa, mazowieckie
237;4 600 000 zł;77 m²;2;> 10;;;garaż/miejsce parkingowe;brak informacji;;ul. Twarda, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
238;3 980 000 zł;57 m²;2;> 10;;;garaż/miejsce parkingowe;brak informacji;;ul. Twarda, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
239;11 000 000 zł;160 m²;4;> 10;;;garaż/miejsce parkingowe;brak informacji;;ul. Twarda, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
240;1 329 590,40 zł;62,23 m²;3;8/9;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Ksawerów, Mokotów, Warszawa, mazowieckie
241;735 540 zł;56,58 m²;3;1/2;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Loteryjki, Wólka Węglowa, Bielany, Warszawa, mazowieckie
242;859 000 zł;71,5 m²;3;7/11;;;;1978;do remontu;ul. Łukowska, Grochów, Praga-Południe, Warszawa, mazowieckie
243;699 000 zł;47 m²;2;4/4;;balkon;garaż/miejsce parkingowe;1970;do zamieszkania;ul. Łojewska, Bródno, Targówek, Warszawa, mazowieckie
244;929 000 zł;64 m²;3;2/2;353 zł;balkon;garaż/miejsce parkingowe;2019;do zamieszkania;ul. Błękitna 31, Wawer, Wawer, Warszawa, mazowieckie
245;2 728 000 zł;155,9 m²;5;3/4;;balkon;garaż/miejsce parkingowe;1999;do zamieszkania;ul. Opaczewska, Szczęśliwice, Ochota, Warszawa, mazowieckie
246;865 000 zł;52,2 m²;3;2/5;;;garaż/miejsce parkingowe;1954;do zamieszkania;ul. Wolska, Młynów, Wola, Warszawa, mazowieckie
247;699 900 zł;53,4 m²;2;6/8;1 074 zł;balkon;;2004;do zamieszkania;ul. Pasłęcka, Nowodwory, Białołęka, Warszawa, mazowieckie
248;845 000 zł;56,3 m²;3;7/7;600 zł;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;ul. Józefa Chełmońskiego, Skorosze, Ursus, Warszawa, mazowieckie
249;885 000 zł;50,01 m²;2;2/6;778,64 zł;balkon;garaż/miejsce parkingowe;2006;do zamieszkania;ul. Apenińska, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie
250;750 000 zł;38,1 m²;2;parter/12;650 zł;;;1975;do zamieszkania;ul. Konstancińska, Sadyba, Mokotów, Warszawa, mazowieckie
251;1 032 746,19 zł;42,99 m²;2;3;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Służewiec, Mokotów, Warszawa, mazowieckie
252;876 214,95 zł;35,05 m²;2;5/6;615 zł;balkon;;1960;do zamieszkania;Wierzbno, Mokotów, Warszawa, mazowieckie
253;1 281 364,80 zł;69,7 m²;3;3;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Ksawerów, Mokotów, Warszawa, mazowieckie
254;Zapytaj o cenę;58,58 m²;3;parter/7;;ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie
255;1 273 899,75 zł;56,99 m²;1;2;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Ksawerów, Mokotów, Warszawa, mazowieckie
256;1 839 140,81 zł;99,44 m²;4;1;;balkon, taras;garaż/miejsce parkingowe;2025;do wykończenia;Ksawerów, Mokotów, Warszawa, mazowieckie
257;1 150 000 zł;84 m²;3;6/19;1 320 zł;balkon;;1982;do zamieszkania;Grochów, Praga-Południe, Warszawa, mazowieckie
258;515 000 zł;32 m²;1;parter/3;400 zł;ogródek;;2008;do zamieszkania;ul. Głębocka, Grodzisk, Białołęka, Warszawa, mazowieckie
259;3 858 000 zł;143 m²;5;6/6;;balkon, taras;garaż/miejsce parkingowe;brak informacji;do zamieszkania;ul. Szczęśliwicka, Stara Ochota, Ochota, Warszawa, mazowieckie
260;998 000 zł;40 m²;2;3;;balkon, taras;garaż/miejsce parkingowe;2023;do zamieszkania;ul. Żupnicza, Kamionek, Praga-Południe, Warszawa, mazowieckie
261;990 000 zł;67,14 m²;3;3/3;;balkon, taras;garaż/miejsce parkingowe;2006;do zamieszkania;ul. Wrocławska, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie
262;1 026 660 zł;48,2 m²;2;10/10;;balkon;;1970;do zamieszkania;"al. Aleja ""Solidarności"" 159, Mirów, Wola, Warszawa, mazowieckie"
263;1 600 000 zł;73,13 m²;3;1/4;1 500 000 zł;balkon;;2017;do zamieszkania;ul. Adama Branickiego, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie
264;1 460 590 zł;67,9 m²;4;1/5;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Bobrowiecka, Sielce, Mokotów, Warszawa, mazowieckie
265;1 249 000 zł;70,71 m²;3;parter/6;1 100 zł;taras;garaż/miejsce parkingowe;2004;do zamieszkania;ul. Kabacki Dukt, Kabaty, Ursynów, Warszawa, mazowieckie
266;850 000 zł;49 m²;2;6/12;700 zł;balkon;garaż/miejsce parkingowe;2008;do zamieszkania;Grochów, Praga-Południe, Warszawa, mazowieckie
267;679 000 zł;49,55 m²;2;parter/5;821 zł;taras;garaż/miejsce parkingowe;2010;do zamieszkania;ul. Odkryta, Nowodwory, Białołęka, Warszawa, mazowieckie
268;618 000 zł;45,9 m²;2;3/10;;balkon;;1969;do remontu;ul. Adama Jarzębskiego, Stare Bielany, Bielany, Warszawa, mazowieckie
269;848 148 zł;52,68 m²;3;1/7;;;garaż/miejsce parkingowe;;do wykończenia;ul. Wybrzeże Puckie, Pelcowizna, Praga-Północ, Warszawa, mazowieckie
270;1 160 000 zł;35 m²;2;1/16;500 zł;;;2023;do zamieszkania;ul. Grzybowska, Mirów, Wola, Warszawa, mazowieckie
271;1 127 950 zł;87,71 m²;4;1/7;;taras;garaż/miejsce parkingowe;;do wykończenia;ul. Kazimierza Gierdziejewskiego, Szamoty, Ursus, Warszawa, mazowieckie
272;960 000 zł;48,06 m²;2;parter/4;750 zł;;;1958;do zamieszkania;ul. Wiktorska, Stary Mokotów, Mokotów, Warszawa, mazowieckie
273;1 599 000 zł;68,6 m²;2;6/14;;;;2008;do zamieszkania;ul. Bagno, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
274;1 247 683,68 zł;58,78 m²;3;1;;balkon, ogródek, taras;garaż/miejsce parkingowe;2025;do wykończenia;Ksawerów, Mokotów, Warszawa, mazowieckie
275;1 400 000 zł;89,49 m²;4;1/2;;balkon;garaż/miejsce parkingowe;2024;do wykończenia;Międzylesie, Wawer, Warszawa, mazowieckie
276;820 000 zł;51,52 m²;3;2/3;;balkon;;brak informacji;;ul. Jana Olbrachta 21, Ulrychów, Wola, Warszawa, mazowieckie
277;1 555 000 zł;64,8 m²;3;5/6;700 zł;balkon;garaż/miejsce parkingowe;2018;do zamieszkania;ul. Złoty Potok, Wyczółki, Ursynów, Warszawa, mazowieckie
278;914 000 zł;67,5 m²;3;1/5;790 zł;balkon, taras;garaż/miejsce parkingowe;2025;;Marysin Wawerski, Wawer, Warszawa, mazowieckie
279;1 001 111 zł;67,95 m²;3;5/5;790 zł;balkon, ogródek, taras;garaż/miejsce parkingowe;2025;;Marysin Wawerski, Wawer, Warszawa, mazowieckie
280;2 300 000 zł;72 m²;1;4/14;;;;2010;do zamieszkania;ul. Bagno, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
281;990 000 zł;64 m²;4;5/12;1 000 zł;balkon;;brak informacji;do zamieszkania;ul. Łukowska, Gocławek, Praga-Południe, Warszawa, mazowieckie
282;575 000 zł;26,7 m²;2;5/15;600 zł;;;1969;do zamieszkania;ul. Grzybowska, Mirów, Wola, Warszawa, mazowieckie
283;890 000 zł;66,3 m²;3;3/3;;balkon;garaż/miejsce parkingowe;2001;do zamieszkania;ul. Ćmielowska 15A, Tarchomin, Białołęka, Warszawa, mazowieckie
284;615 000 zł;31 m²;1;9/11;440 zł;;;1976;;ul. Czarnomorska, Stegny, Mokotów, Warszawa, mazowieckie
285;699 000 zł;66,9 m²;3;3/3;800 zł;balkon;garaż/miejsce parkingowe;2009;do zamieszkania;ul. Żeglugi Wiślanej, Kobiałka, Białołęka, Warszawa, mazowieckie
286;1 242 000 zł;49,66 m²;2;1/4;;;garaż/miejsce parkingowe;;do wykończenia;ul. Anny German, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie
287;799 000 zł;46 m²;3;5/10;;balkon;;1980;do zamieszkania;ul. Witolda Doroszewskiego, Jelonki Północne, Bemowo, Warszawa, mazowieckie
288;1 445 000 zł;58,91 m²;2;4/5;572 zł;balkon;garaż/miejsce parkingowe;2014;do zamieszkania;ul. Obrzeżna 1b, Służew, Mokotów, Warszawa, mazowieckie
289;635 000 zł;48 m²;2;4/11;;balkon;;1976;do remontu;ul. Czarnomorska, Stegny, Mokotów, Warszawa, mazowieckie
290;823 000 zł;42,36 m²;2;1/8;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Sokratesa, Wawrzyszew, Bielany, Warszawa, mazowieckie
291;672 000 zł;37,8 m²;2;1/11;650 zł;balkon;;1968;do remontu;al. Aleja Niepodległości, Wierzbno, Mokotów, Warszawa, mazowieckie
292;1 611 500 zł;103,61 m²;4;3/3;;balkon, taras;garaż/miejsce parkingowe;2026;do wykończenia;Chrzanów, Bemowo, Warszawa, mazowieckie
293;Zapytaj o cenę;82,44 m²;4;1/7;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie
294;601 404 zł;43,58 m²;2;1/3;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Loteryjki, Wólka Węglowa, Bielany, Warszawa, mazowieckie
295;1 306 100 zł;79,64 m²;4;3/3;;balkon, taras;garaż/miejsce parkingowe;2026;do wykończenia;Chrzanów, Bemowo, Warszawa, mazowieckie
296;825 000 zł;104 m²;4;parter/1;;ogródek, taras;garaż/miejsce parkingowe;brak informacji;do zamieszkania;Śródmieście Północne, Śródmieście, Warszawa, mazowieckie
297;950 000 zł;50,3 m²;3;> 10/11;780 zł;;;1978;do zamieszkania;ul. gen. Waleriana Czumy, Jelonki Północne, Bemowo, Warszawa, mazowieckie
298;835 000 zł;41 m²;2;4/5;700 zł;balkon;;2011;do zamieszkania;ul. Narwik, Górce, Bemowo, Warszawa, mazowieckie
299;3 799 369 zł;180 m²;4;;;balkon, taras;garaż/miejsce parkingowe;2000;do zamieszkania;ul. Bukowińska, Ksawerów, Mokotów, Warszawa, mazowieckie
300;876 214,95 zł;35,05 m²;2;5/6;615 zł;balkon;;1960;do zamieszkania;Wierzbno, Mokotów, Warszawa, mazowieckie
301;649 000 zł;38,08 m²;2;5/8;;;;2024;do wykończenia;al. Aleja Krakowska 289, Raków, Włochy, Warszawa, mazowieckie
302;899 000 zł;47 m²;2;1/6;600 zł;balkon, ogródek;;2015;do zamieszkania;ul. Kłobucka, Wyczółki, Ursynów, Warszawa, mazowieckie
303;690 000 zł;37,58 m²;2;2/4;;;;brak informacji;;ul. Jana Kochanowskiego, Piaski, Bielany, Warszawa, mazowieckie
304;Zapytaj o cenę;43,73 m²;2;parter/7;;taras, ogródek;garaż/miejsce parkingowe;;do wykończenia;ul. Stanisława Kierbedzia, Sielce, Mokotów, Warszawa, mazowieckie
305;999 000 zł;50,36 m²;2;parter/3;;;;1954;do remontu;ul. Świętojerska, Nowe Miasto, Śródmieście, Warszawa, mazowieckie
306;Zapytaj o cenę;57,96 m²;3;1/3;;;garaż/miejsce parkingowe;;do wykończenia;ul. Marywilska 19, Żerań, Białołęka, Warszawa, mazowieckie
307;790 000 zł;65,2 m²;3;parter/1;;taras;garaż/miejsce parkingowe;;do wykończenia;ul. Zasadowa, Nadwiśle, Wawer, Warszawa, mazowieckie
308;651 665,50 zł;65,21 m²;2;1/3;;balkon;garaż/miejsce parkingowe;2025;do wykończenia;ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie
309;1 080 000 zł;66,2 m²;3;8/11;737 zł;balkon;;1985;;Jelonki Północne, Bemowo, Warszawa, mazowieckie
310;2 250 000 zł;90 m²;4;6/7;1 000 zł;balkon;garaż/miejsce parkingowe;2022;do zamieszkania;Wierzbno, Mokotów, Warszawa, mazowieckie
311;1 390 000 zł;64 m²;2;1/3;922 zł;balkon;;brak informacji;do zamieszkania;ul. Bednarska, Powiśle, Śródmieście, Warszawa, mazowieckie
312;649 000 zł;42,2 m²;2;8/10;655 zł;;;1973;do remontu;ul. Batumi 5, Stegny, Mokotów, Warszawa, mazowieckie
313;Zapytaj o cenę;59,52 m²;3;4/7;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Czarnomorska, Stegny, Mokotów, Warszawa, mazowieckie
314;Zapytaj o cenę;44,98 m²;2;parter/6;;ogródek;garaż/miejsce parkingowe;;do wykończenia;al. Aleje Jerozolimskie, Raków, Włochy, Warszawa, mazowieckie
315;Zapytaj o cenę;63,06 m²;3;parter/6;;ogródek;garaż/miejsce parkingowe;;do wykończenia;al. Aleje Jerozolimskie, Raków, Włochy, Warszawa, mazowieckie
316;Zapytaj o cenę;57,91 m²;2;1/2;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Kuglarska, Nowy Rembertów, Rembertów, Warszawa, mazowieckie
317;Zapytaj o cenę;73,76 m²;3;1/4;;balkon;garaż/miejsce parkingowe;;do wykończenia;ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie
318;1 300 000 zł;100,64 m²;3;1/4;870 zł;balkon;;2003;do zamieszkania;ul. Świętosławska, Grochów, Praga-Południe, Warszawa, mazowieckie
319;625 000 zł;37,2 m²;1;parter/3;;;;1962;do remontu;ul. Kubańska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie
320;684 000 zł;27 m²;2;> 10/15;520 zł;balkon;garaż/miejsce parkingowe;1972;do zamieszkania;ul. Grzybowska, Mirów, Wola, Warszawa, mazowieckie
